Student_ID,Name,Age,Education,Job_Status,Enrolled,Family_Income_LPA,Govt_Job,Skills,Preferred_Location,College_Tier,CGPA,Email,Eligibility_Status
S200,Ananya Kumar,24,ITI,Employed Full-Time,No,4.3,No,Power BI,Mumbai,Tier 1,6.93,s200@gmail.com,Eligible
S201,Priya Kumar,22,ITI,Unemployed,No,8.0,Yes,AutoCAD,Hyderabad,Tier 1,8.6,s201@gmail.com,Not Eligible
S202,Sneha Kumar,20,BCA,Part-time,No,7.3,No,SQL,Hyderabad,Tier 1,7.31,s202@gmail.com,Not Eligible
S203,Karthik Kumar,24,B.Tech,Employed Full-Time,No,7.5,Yes,SQL,Coimbatore,Tier 1,6.76,s203@gmail.com,Not Eligible
S204,Meera Kumar,24,BA,Employed Full-Time,No,4.2,Yes,ML,Chennai,Tier 1,6.39,s204@gmail.com,Eligible
S205,Karthik Kumar,22,B.Sc,Unemployed,No,4.4,Yes,Excel,Kolkata,Tier 2,6.18,s205@gmail.com,Eligible
S206,Sneha Kumar,25,BCA,Part-time,No,2.9,No,SQL,Bangalore,Tier 1,7.53,s206@gmail.com,Not Eligible
S207,Priya Kumar,21,BBA,Unemployed,No,2.9,No,Power BI,Chennai,Tier 2,9.48,s207@gmail.com,Eligible
S208,Rohit Kumar,21,BBA,Employed Full-Time,No,6.1,Yes,Python,Hyderabad,Tier 1,8.24,s208@gmail.com,Not Eligible
S209,Arjun Kumar,22,B.Com,Part-time,No,6.2,No,Marketing,Chennai,Tier 2,8.47,s209@gmail.com,Eligible
S210,Arjun Kumar,22,B.Sc,Unemployed,No,6.3,No,Java,Pune,Tier 3,8.28,s210@gmail.com,Not Eligible
S211,Sneha Kumar,20,BBA,Part-time,No,8.7,Yes,Python,Hyderabad,Tier 1,8.61,s211@gmail.com,Not Eligible
S212,Karthik Kumar,23,B.Tech,Unemployed,No,8.4,No,Marketing,Mumbai,Tier 1,9.47,s212@gmail.com,Not Eligible
S213,Arjun Kumar,22,Diploma,Employed Full-Time,No,2.2,Yes,SQL,Hyderabad,Tier 3,7.93,s213@gmail.com,Not Eligible
S214,Karthik Kumar,20,B.Com,Part-time,No,3.3,Yes,Power BI,Chennai,Tier 1,7.46,s214@gmail.com,Not Eligible
S215,Vikram Kumar,23,B.Tech,Part-time,No,7.0,Yes,Marketing,Coimbatore,Tier 2,9.28,s215@gmail.com,Eligible
S216,Arjun Kumar,22,B.Sc,Unemployed,No,9.1,Yes,Python,Chennai,Tier 1,7.32,s216@gmail.com,Not Eligible
S217,Karthik Kumar,21,BCA,Employed Full-Time,No,6.5,Yes,Power BI,Bangalore,Tier 2,6.01,s217@gmail.com,Eligible
S218,Rohit Kumar,21,B.Sc,Unemployed,No,7.3,No,Java,Coimbatore,Tier 1,7.64,s218@gmail.com,Eligible
S219,Aarav Kumar,20,BA,Unemployed,No,7.0,No,Excel,Coimbatore,Tier 1,8.38,s219@gmail.com,Not Eligible
S220,Sneha Kumar,21,B.Tech,Employed Full-Time,No,3.9,No,Marketing,Chennai,Tier 3,7.69,s220@gmail.com,Eligible
S221,Sneha Kumar,22,BA,Unemployed,No,6.1,Yes,Java,Pune,Tier 1,7.08,s221@gmail.com,Not Eligible
S222,Priya Kumar,25,ITI,Employed Full-Time,No,7.0,No,Power BI,Coimbatore,Tier 3,6.69,s222@gmail.com,Not Eligible
S223,Ananya Kumar,24,B.Com,Part-time,No,2.8,No,Java,Kolkata,Tier 2,6.46,s223@gmail.com,Eligible
S224,Priya Kumar,20,BCA,Unemployed,No,2.6,No,AutoCAD,Kolkata,Tier 2,8.8,s224@gmail.com,Not Eligible
S225,Priya Kumar,24,B.Tech,Part-time,No,7.0,No,Marketing,Kolkata,Tier 1,8.26,s225@gmail.com,Eligible
S226,Sneha Kumar,23,ITI,Part-time,No,6.9,Yes,Java,Kolkata,Tier 1,7.36,s226@gmail.com,Eligible
S227,Aarav Kumar,21,BA,Employed Full-Time,No,8.8,No,Java,Bangalore,Tier 2,8.6,s227@gmail.com,Eligible
S228,Karthik Kumar,24,BBA,Employed Full-Time,No,5.9,No,SQL,Kolkata,Tier 3,7.51,s228@gmail.com,Not Eligible
S229,Sneha Kumar,23,BCA,Unemployed,No,7.6,Yes,Python,Pune,Tier 2,6.36,s229@gmail.com,Not Eligible
S230,Arjun Kumar,22,ITI,Employed Full-Time,No,2.0,No,Excel,Coimbatore,Tier 2,8.45,s230@gmail.com,Eligible
S231,Sneha Kumar,23,BCA,Unemployed,No,4.7,Yes,Power BI,Mumbai,Tier 3,9.4,s231@gmail.com,Not Eligible
S232,Aarav Kumar,20,B.Tech,Unemployed,No,2.2,No,AutoCAD,Mumbai,Tier 3,7.74,s232@gmail.com,Eligible
S233,Aarav Kumar,20,B.Sc,Part-time,No,7.1,No,Excel,Mumbai,Tier 3,8.8,s233@gmail.com,Eligible
S234,Aarav Kumar,22,BBA,Employed Full-Time,No,6.5,No,Power BI,Pune,Tier 2,7.87,s234@gmail.com,Eligible
S235,Divya Kumar,22,B.Sc,Employed Full-Time,No,4.6,No,ML,Bangalore,Tier 3,7.19,s235@gmail.com,Eligible
S236,Karthik Kumar,22,B.Com,Employed Full-Time,No,5.8,No,ML,Kolkata,Tier 2,9.2,s236@gmail.com,Eligible
S237,Priya Kumar,21,BBA,Unemployed,No,3.9,No,Power BI,Kolkata,Tier 1,6.47,s237@gmail.com,Not Eligible
S238,Meera Kumar,20,B.Com,Part-time,No,3.1,No,Power BI,Mumbai,Tier 1,6.55,s238@gmail.com,Eligible
S239,Sneha Kumar,25,B.Tech,Employed Full-Time,No,6.0,Yes,Python,Coimbatore,Tier 1,8.73,s239@gmail.com,Eligible
S240,Vikram Kumar,20,Diploma,Part-time,No,3.2,No,Excel,Bangalore,Tier 1,7.31,s240@gmail.com,Eligible
S241,Karthik Kumar,22,B.Tech,Employed Full-Time,No,4.4,Yes,Marketing,Chennai,Tier 2,7.0,s241@gmail.com,Not Eligible
S242,Sneha Kumar,22,BCA,Unemployed,No,7.0,Yes,Java,Mumbai,Tier 2,6.25,s242@gmail.com,Not Eligible
S243,Arjun Kumar,20,Diploma,Employed Full-Time,No,7.4,Yes,Python,Coimbatore,Tier 1,8.22,s243@gmail.com,Not Eligible
S244,Rohit Kumar,23,BCA,Employed Full-Time,No,3.1,No,AutoCAD,Mumbai,Tier 3,6.62,s244@gmail.com,Eligible
S245,Priya Kumar,22,BBA,Unemployed,No,9.2,No,AutoCAD,Pune,Tier 1,6.29,s245@gmail.com,Eligible
S246,Karthik Kumar,23,B.Sc,Employed Full-Time,No,7.6,Yes,ML,Pune,Tier 2,6.28,s246@gmail.com,Not Eligible
S247,Rohit Kumar,24,B.Com,Unemployed,No,4.7,No,Marketing,Mumbai,Tier 2,7.43,s247@gmail.com,Eligible
S248,Meera Kumar,24,Diploma,Part-time,No,8.8,Yes,ML,Bangalore,Tier 1,7.66,s248@gmail.com,Not Eligible
S249,Priya Kumar,25,Diploma,Unemployed,No,2.4,No,AutoCAD,Bangalore,Tier 1,6.08,s249@gmail.com,Eligible
S250,Meera Kumar,22,B.Com,Unemployed,No,5.4,Yes,Java,Pune,Tier 2,7.53,s250@gmail.com,Eligible
S251,Vikram Kumar,22,B.Com,Employed Full-Time,No,8.3,Yes,Java,Bangalore,Tier 3,9.31,s251@gmail.com,Eligible
S252,Rohit Kumar,22,BA,Unemployed,No,6.8,Yes,Excel,Pune,Tier 1,9.2,s252@gmail.com,Eligible
S253,Rohit Kumar,24,Diploma,Unemployed,No,4.0,Yes,Java,Pune,Tier 1,8.56,s253@gmail.com,Eligible
S254,Sneha Kumar,24,BCA,Unemployed,No,3.2,No,Python,Hyderabad,Tier 2,7.23,s254@gmail.com,Not Eligible
S255,Divya Kumar,25,ITI,Unemployed,No,8.0,Yes,ML,Hyderabad,Tier 3,6.8,s255@gmail.com,Eligible
S256,Arjun Kumar,23,BCA,Part-time,No,6.5,No,ML,Mumbai,Tier 2,7.52,s256@gmail.com,Eligible
S257,Karthik Kumar,24,B.Tech,Employed Full-Time,No,4.1,Yes,Java,Chennai,Tier 2,6.09,s257@gmail.com,Eligible
S258,Arjun Kumar,22,Diploma,Part-time,No,2.6,Yes,AutoCAD,Chennai,Tier 1,6.4,s258@gmail.com,Eligible
S259,Karthik Kumar,23,B.Com,Part-time,No,3.0,Yes,AutoCAD,Pune,Tier 2,7.64,s259@gmail.com,Not Eligible
S260,Vikram Kumar,21,BCA,Unemployed,No,10.0,No,Power BI,Hyderabad,Tier 1,8.16,s260@gmail.com,Eligible
S261,Aarav Kumar,23,ITI,Employed Full-Time,No,8.4,No,Java,Mumbai,Tier 1,9.16,s261@gmail.com,Not Eligible
S262,Aarav Kumar,23,Diploma,Unemployed,No,8.0,Yes,Power BI,Hyderabad,Tier 2,6.25,s262@gmail.com,Not Eligible
S263,Aarav Kumar,24,BBA,Part-time,No,5.7,No,ML,Bangalore,Tier 1,8.35,s263@gmail.com,Not Eligible
S264,Aarav Kumar,21,B.Tech,Unemployed,No,7.0,No,AutoCAD,Pune,Tier 1,8.63,s264@gmail.com,Eligible
S265,Rohit Kumar,20,B.Sc,Unemployed,No,9.5,Yes,Power BI,Chennai,Tier 1,7.39,s265@gmail.com,Eligible
S266,Vikram Kumar,25,B.Com,Employed Full-Time,No,8.1,Yes,Power BI,Coimbatore,Tier 1,7.71,s266@gmail.com,Not Eligible
S267,Arjun Kumar,22,BCA,Employed Full-Time,No,2.6,Yes,Marketing,Hyderabad,Tier 1,6.03,s267@gmail.com,Not Eligible
S268,Vikram Kumar,24,Diploma,Employed Full-Time,No,2.6,Yes,AutoCAD,Bangalore,Tier 3,7.26,s268@gmail.com,Eligible
S269,Meera Kumar,20,B.Tech,Unemployed,No,5.7,Yes,AutoCAD,Chennai,Tier 2,8.54,s269@gmail.com,Eligible
S270,Sneha Kumar,23,B.Tech,Employed Full-Time,No,7.0,No,Python,Chennai,Tier 2,6.98,s270@gmail.com,Eligible
S271,Meera Kumar,23,ITI,Unemployed,No,2.7,Yes,Excel,Kolkata,Tier 1,7.46,s271@gmail.com,Eligible
S272,Meera Kumar,20,B.Sc,Unemployed,No,9.2,No,Excel,Bangalore,Tier 2,7.62,s272@gmail.com,Eligible
S273,Ananya Kumar,21,Diploma,Unemployed,No,9.7,No,Python,Bangalore,Tier 2,8.32,s273@gmail.com,Not Eligible
S274,Divya Kumar,25,BBA,Part-time,No,7.6,No,Excel,Hyderabad,Tier 1,7.1,s274@gmail.com,Not Eligible
S275,Ananya Kumar,21,BCA,Unemployed,No,2.6,Yes,AutoCAD,Chennai,Tier 2,7.89,s275@gmail.com,Eligible
S276,Meera Kumar,23,ITI,Unemployed,No,7.3,No,AutoCAD,Chennai,Tier 1,6.36,s276@gmail.com,Not Eligible
S277,Karthik Kumar,22,BBA,Employed Full-Time,No,7.6,No,SQL,Chennai,Tier 2,7.24,s277@gmail.com,Eligible
S278,Ananya Kumar,25,B.Tech,Unemployed,No,6.3,Yes,Java,Chennai,Tier 2,8.15,s278@gmail.com,Eligible
S279,Divya Kumar,25,B.Sc,Unemployed,No,9.1,No,Excel,Coimbatore,Tier 3,6.44,s279@gmail.com,Eligible
S280,Meera Kumar,24,BA,Unemployed,No,3.9,Yes,Marketing,Kolkata,Tier 2,7.81,s280@gmail.com,Eligible
S281,Aarav Kumar,22,ITI,Unemployed,No,8.5,Yes,Java,Hyderabad,Tier 2,8.19,s281@gmail.com,Eligible
S282,Meera Kumar,25,B.Com,Unemployed,No,9.9,No,Marketing,Pune,Tier 2,7.92,s282@gmail.com,Eligible
S283,Arjun Kumar,24,BA,Part-time,No,5.6,Yes,ML,Bangalore,Tier 2,7.05,s283@gmail.com,Not Eligible
S284,Priya Kumar,24,BBA,Employed Full-Time,No,8.3,No,Excel,Bangalore,Tier 1,6.91,s284@gmail.com,Not Eligible
S285,Arjun Kumar,21,B.Com,Employed Full-Time,No,7.9,No,AutoCAD,Bangalore,Tier 3,8.69,s285@gmail.com,Not Eligible
S286,Sneha Kumar,23,B.Com,Unemployed,No,5.4,No,Marketing,Chennai,Tier 3,7.72,s286@gmail.com,Not Eligible
S287,Aarav Kumar,20,BBA,Employed Full-Time,No,4.5,No,SQL,Chennai,Tier 2,9.02,s287@gmail.com,Not Eligible
S288,Sneha Kumar,21,BBA,Unemployed,No,4.9,No,AutoCAD,Pune,Tier 3,7.99,s288@gmail.com,Eligible
S289,Aarav Kumar,25,BBA,Part-time,No,5.1,Yes,Python,Mumbai,Tier 3,6.88,s289@gmail.com,Not Eligible
S290,Ananya Kumar,24,Diploma,Employed Full-Time,No,9.9,Yes,Excel,Hyderabad,Tier 1,6.04,s290@gmail.com,Eligible
S291,Ananya Kumar,20,B.Com,Unemployed,No,5.1,No,Marketing,Kolkata,Tier 3,6.57,s291@gmail.com,Not Eligible
S292,Aarav Kumar,22,BBA,Employed Full-Time,No,6.1,No,Marketing,Bangalore,Tier 3,6.15,s292@gmail.com,Eligible
S293,Aarav Kumar,25,B.Tech,Part-time,No,5.0,No,SQL,Hyderabad,Tier 2,7.31,s293@gmail.com,Not Eligible
S294,Aarav Kumar,25,BBA,Employed Full-Time,No,4.4,Yes,SQL,Mumbai,Tier 1,6.86,s294@gmail.com,Eligible
S295,Karthik Kumar,25,BCA,Unemployed,No,3.9,Yes,Marketing,Hyderabad,Tier 2,6.34,s295@gmail.com,Not Eligible
S296,Priya Kumar,22,B.Sc,Employed Full-Time,No,7.7,No,Power BI,Kolkata,Tier 3,7.77,s296@gmail.com,Eligible
S297,Arjun Kumar,20,BBA,Part-time,No,3.8,Yes,SQL,Hyderabad,Tier 3,9.49,s297@gmail.com,Eligible
S298,Aarav Kumar,25,B.Sc,Employed Full-Time,No,3.8,Yes,ML,Kolkata,Tier 2,9.29,s298@gmail.com,Not Eligible
S299,Priya Kumar,20,B.Com,Employed Full-Time,No,3.7,No,Java,Hyderabad,Tier 2,7.81,s299@gmail.com,Eligible
S300,Meera Kumar,22,B.Com,Unemployed,No,9.3,No,Python,Coimbatore,Tier 2,6.18,s300@gmail.com,Not Eligible
